track_name,track_id,track_duration,track_popularity,track_explicit,album_name,album_id,album_release_date,album_release_date_precision,album_total_tracks,album_type,artist_name,artist_id,played_at
Wandering 流浪,4XohDrRx2g5CzH9DSWQOPD,114000,30,False,Hurtbreak Wonderland,7KtBhRWitpnHoma8UWiDgz,2007-03-23,day,10,album,World's End Girlfriend,3lqgWxgqJb19h62n19FKQp,2023-03-15T15:58:35.878Z
Little Birds - Live [2014],337ozPp0qC9WVOtqeA6vW0,373975,38,False,Little Birds,6W06B6AqeuOXBAIKGqbGHT,2023-01-10,day,2,single,Neutral Milk Hotel,2ooIqOf4X2uz4mMptXCtie,2023-03-15T16:04:49.625Z
Please Do Not Go,4sxVoAf7uvxCSgTCRNDohP,255400,44,False,Violent Femmes,0Ojio25IPzIrw1rUmgrhrG,1983-01-01,day,12,album,Violent Femmes,0rpMdBzQXf7aYRnu5fDBJy,2023-03-15T16:09:06.133Z
In the Aeroplane Over the Sea,5rfT032kGmLvbxZzfHlu5D,202346,63,False,In the Aeroplane Over the Sea,0vVekV45lOaVKs6RZQQNob,1998-02-20,day,11,album,Neutral Milk Hotel,2ooIqOf4X2uz4mMptXCtie,2023-03-15T16:12:29.170Z
"Holland, 1945",64DpBZj4IlDFzCwxTq7azl,192533,57,False,In the Aeroplane Over the Sea,0vVekV45lOaVKs6RZQQNob,1998-02-20,day,11,album,Neutral Milk Hotel,2ooIqOf4X2uz4mMptXCtie,2023-03-15T16:15:42.824Z
13 Angels Standing Guard 'Round The Side Of Your Bed,7jbLjvNlKbfCRUoFWKo5TR,442293,47,False,He Has Left Us Alone But Shafts Of Light Sometimes Grace The Corner Of Our Rooms,298tKa2DPLT9GNmY8vsvLj,2000-03-13,day,8,album,Silver Mt. Zion,0bRpSBtMd3stO4J6TWclMb,2023-03-15T16:30:22.801Z
Hey Jane,151g5hGUYDxImwHO3fZnd5,534825,18,False,Sweet Heart Sweet Light,6MQRQ17HwDLjNFLBQ4PCYa,2012-04-16,day,11,album,Spiritualized,6DKmuXxXASTF6xaJwcTfjv,2023-03-15T19:20:26.795Z
Hidden Place,4c6LgotpKGB791EsNeu9gr,329360,45,False,Vespertine,4u3MPfHM60rFFULJebZIay,2001-08-27,day,12,album,Björk,7w29UYBi0qsHi5RTcv3lmA,2023-03-15T19:25:43.440Z
Storm,1HfJV18PHF2UQqh4TuySBJ,1352413,44,False,Lift Your Skinny Fists Like Antennas to Heaven,2rT82YYlV9UoxBYLIezkRq,2000-01-01,day,4,album,Godspeed You! Black Emperor,4svpOyfmQKuWpHLjgy4cdK,2023-03-15T19:49:16.661Z
Hunter,052QjISGAv9TPgtypVETn1,583160,43,False,Deathconsciousness,6MH3CAXp8AN8ELrbex18dM,2008-01-01,day,13,album,Have A Nice Life,0FRKTwQSToXpCxYMhyUzYY,2023-03-15T19:59:01.080Z
Amnesia,1Jx5nuSNFZ4dmGSPYxCI6R,349721,17,False,leaving meaning.,6tfSlxSuQb6CWNncrO07wn,2019-10-25,day,12,album,Swans,79S80ZWgVhIPMCHuvl6SkA,2023-03-15T20:04:50.347Z
Lunacy,00DVtdi8lE9em4GdOADTvH,368986,27,False,The Seer,774XM9c4BAxkNqvu7Rea1E,2012-01-01,day,11,album,Swans,79S80ZWgVhIPMCHuvl6SkA,2023-03-15T20:11:00.581Z
Just a Little Boy (For Chester Burnett),1kt1Xf4Q6qCAVFB0KOUcAW,759748,29,False,To Be Kind,1WwiyWxa40PKucRxIKlEVM,2014-05-12,day,10,album,Swans,79S80ZWgVhIPMCHuvl6SkA,2023-03-15T20:23:40.619Z
Mladic,7C74YYs3w11kyXBYBgD3Zq,1199533,30,False,Allelujah! Don't Bend! Ascend!,1OhcoQdeYqt68I22NWEdF0,2012-10-15,day,4,album,Godspeed You! Black Emperor,4svpOyfmQKuWpHLjgy4cdK,2023-03-15T20:45:02.897Z
Panoramic,3xPuz8NO4bTDsUf13d4z05,229840,1,False,Subject To Shift,3I3rg7fvbHatRl5nWnGPHF,2010-05-25,day,12,album,Solvent,46TYNnrpqzYjm5HjaMBVhj,2023-03-16T00:51:54.394Z
Zen Archer - 2015 Remaster,68fJKEFaEavY3CurGGCWXc,335333,32,False,A Wizard / A True Star,1RSC0dy1oOIS3RO8tomZOV,1972,year,19,album,Todd Rundgren,0Lpr5wXzWLtDWm1SjNbpPb,2023-03-16T00:57:30.133Z
LEGEND,1E1opYkGrFzzJnHyVHDZvq,157752,44,True,LEGEND,4eLLKhnfVgXbNeiZfKXWfb,2021-05-27,day,2,single,Alice Longyu Gao,5HvKzBgj4yphQfBJjBJrhL,2023-03-16T01:55:25.570Z
Shadows of Tomorrow,2DGrID7i8pkoqR2gHxnEHC,156186,49,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-16T01:59:38.471Z
Mad World,0LuVpXVTaWY9Un2w9GkXjf,184813,56,False,Donnie Darko (Original Motion Picture Soundtrack),14YY4AaUCXICymdzNYBUS3,2002-04-02,day,18,album,Michael Andrews,0RkqytrwoGyXGvDiZwT6i2,2023-03-16T02:11:53.255Z
Tourbillon,1s0bEvGacA2v7ziVKqCpFg,196310,43,False,Character,4ZJaiFAnvdNlQbuVaMdjcR,2013-02-25,day,10,album,Julia Kent,2YJXo1ERQAO7r4hQtu2vFc,2023-03-16T02:15:59.899Z
Paranoid Android,6LgJvl0Xdtc73RJ1mmpotq,387213,67,False,OK Computer,6dVIqQ8qmQ5GBnJ9shOYGE,1997-05-28,day,12,album,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,2023-03-16T02:22:27.694Z
Feel Good Inc. - Noodle's Demo,31aIGeFdsvAWRUOgLBOYjp,169280,26,False,Feel Good Inc.,1PaGSrBTNm4CX66AH6HRfk,2007-01-05,day,2,single,Gorillaz,3AA28KZvwAUcZuOKwyblJQ,2023-03-16T02:25:16.872Z
CARONTE,6VQf7dQiuCR1PxrKcMGndq,280408,36,False,LP5,6J9GbkoHKjabs0wpxbNSjf,2019-03-22,day,10,album,Apparat,40Ojab0UtVQFjA76qXr8Ot,2023-03-16T02:29:58.525Z
All Caps,21O0XXPEWPtePt5RMY93Ob,130479,69,True,Madvillainy,19bQiwEKhXUBJWY6oV3KZk,2004-03-24,day,22,album,Madvillain,2aoFQUeHD1U7pL098lRsDU,2023-03-16T02:32:08.517Z
Mother of the World,5zNQPB67iLm11Zyg6hwiQX,597253,24,False,The Seer,774XM9c4BAxkNqvu7Rea1E,2012-01-01,day,11,album,Swans,79S80ZWgVhIPMCHuvl6SkA,2023-03-16T02:42:06.864Z
Ttrabul 2 (see page 42),20fYwcE5fly6uwvcR9csr5,126225,25,False,"A Quiet Farwell, 2016–2018 (Crater Speak)",4bVaZIed4Ij5dPF0mh9AKn,2019-04-18,day,20,album,Slauson Malone,6mWYIx4qV7et94cpRRU77N,2023-03-16T02:44:13.895Z
Wolf Totem,5hISmTJXBXdOes4htbUhGk,338000,58,False,The Gereg,6YIA45KnCATXRzPFOeA9S8,2019-09-13,day,9,album,The HU,0b2B3PwcYzQAhuJacmcYgc,2023-03-16T02:49:52.337Z
Neighborhood #4 (7 Kettles),6oMBDrzwGG1BzCoZyPyGuG,289733,39,False,Funeral,6ZB8qaR9JNuS0Q0bG1nbcH,2004-06-16,day,10,album,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,2023-03-16T02:54:42.327Z
New Beginning,5o0uaVSaJimlNKnvDdggX6,239320,31,False,New Beginning,62yIxSvT6Yvl0uYKuuYBLw,2022-03-08,day,1,single,Automatic,3uX1tstdmFJyxW9b5mSNlU,2023-03-16T02:58:42.532Z
Doorman,70tIjdBrjUQkUG9jScQyoo,183541,36,False,Doorman,4w7LXZqsnYnZsLNHeL7dZs,2018-11-19,day,1,single,slowthai,3r1XkJ7vCs8kHBSzGvPLdP,2023-03-16T03:01:46.372Z
Love More,6wleKOJoHGaOPtJJWvJes6,272067,33,False,Love More,6CKCSM8cVK7JfKYptn3FU4,2021-04-15,day,1,single,Fiona Apple,3g2kUQ6tHLLbmkV7T4GPtL,2023-03-16T03:06:18.907Z
Getting Rid of Britta,07dcoHmvDST7SAUH0sdEjR,135466,31,False,Community (Music from the Original Television Series),77zG86AuaTUOW86nucgUQq,2010-09-21,day,18,compilation,Chevy Chase,3dTRE9QHOhfgDugxbwlr4b,2023-03-16T03:08:34.292Z
Headless Horseman,2Qhkk4hPdkt3NIVtiT8QEe,188640,44,False,"The Glow, Pt. 2",6QYoRO2sXThCORAifrP4Bl,2001-09-11,day,20,album,The Microphones,7Ht57YadlBXcFJDK3plmhO,2023-03-16T03:13:06.807Z
Pretty Little Angel Eyes,6V78SGCT1pus499ShyOT6K,153666,35,False,Pop Megahits Of The 1960's - Volume 10,1hdQSrtpp21hIxgfPAUSKp,2005,year,10,compilation,Curtis Lee,2CM4LFqAr2MS4rIp25pxfg,2023-03-16T03:15:41.338Z
Irene,6z2HVggp7shFEz6Zrxkoz0,218000,34,False,Andorra,1qVjmAeHdqEeB2DuyvbTYz,2007-08-17,day,9,album,Caribou,4aEnNH9PuU1HF3TsZTru54,2023-03-16T03:19:19.859Z
Armstrong Cabin,0UJEym12sdx3m5UlY2HYfp,75706,61,False,First Man (Original Motion Picture Soundtrack),4NFpOHIv0hJa9of0IQsgKw,2018-10-12,day,37,album,Justin Hurwitz,2snm3HmsnDUDxbIChdl2Oj,2023-03-16T03:21:18.995Z
Cool Water,1ES7XKxHXDffi1e7oWMYZf,103897,38,False,The Ballad of Buster Scruggs (Original Motion Picture Soundtrack),49LMaIDJrjajaB7Mc2eedE,2018,year,23,album,Tim Blake Nelson,47BeQuGc93Anrs5SbuBJ0f,2023-03-16T03:23:36.496Z
Butterflies,19dObDGedr40x1UcAm15qz,195937,64,False,Quest For Fire,7tWP3OG5dWphctKg4NMACt,2023-02-17,day,15,album,Skrillex,5he5w2lnU9x7JFhnwcekXX,2023-03-16T03:38:47.233Z
